sweep,run_id,key,value
TestDiagWildcardDriftTrigger#1,1787752814-1748204,commit,3f25e9bc7e4c3708c3103a118ff943ef41083c5f
TestDiagWildcardDriftTrigger#1,1787752814-1748204,dirty,false
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constants_digest,b7af8440a3f4
TestDiagWildcardDriftTrigger#1,1787752814-1748204,bank_up_to,5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2020-21<-2019-20
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2021-22<-2020-21
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2022-23<-2021-22
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2023-24<-2022-23
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2024-25<-2023-24
TestDiagWildcardDriftTrigger#1,1787752814-1748204,season,2025-26<-2024-25
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,6
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,11
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,16
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,21
TestDiagWildcardDriftTrigger#1,1787752814-1748204,start_gw,26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,0	no wildcard trigger (control)
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,1	first-half trigger on repair cost (shipped rule)
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,2	first-half trigger on XI drift > 1.0 pts/gw
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,3	first-half trigger on XI drift > 2.0 pts/gw
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,4	first-half trigger on XI drift > 3.0 pts/gw
TestDiagWildcardDriftTrigger#1,1787752814-1748204,declared_arm,5	first-half trigger on XI drift > 5.0 pts/gw
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,chip_plan.bench_boost_gameweek	8
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,chip_plan.free_hit_gameweek	16
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,chip_plan.triple_captain_gameweek	9
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,chip_plan.wildcard_gameweek	6
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.ARS[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.ARS[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.ARS[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.ARS[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.AVL[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.AVL[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.AVL[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.AVL[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BHA[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.BHA[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BHA[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BHA[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BOU[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.BOU[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BOU[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BOU[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BRE[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.BRE[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BRE[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.BRE[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CHE[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.CHE[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CHE[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CHE[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.COV[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.COV[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.COV[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.COV[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CRY[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.CRY[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CRY[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.CRY[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.EVE[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.EVE[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.EVE[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.EVE[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.FUL[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.FUL[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.FUL[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.FUL[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.HUL[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.HUL[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.HUL[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.HUL[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.IPS[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.IPS[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.IPS[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.IPS[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LEE[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.LEE[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LEE[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LEE[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LIV[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.LIV[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LIV[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.LIV[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MCI[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.MCI[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MCI[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MCI[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MUN[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.MUN[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MUN[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.MUN[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NEW[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.NEW[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NEW[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NEW[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NFO[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.NFO[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NFO[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.NFO[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.SUN[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.SUN[0].match_dates	5 items, sha 3f0a0705"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.SUN[0].note	enters at round three as a European qualifier
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.SUN[0].start_date	2026-09-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.TOT[0].competition	League Cup
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.domestic_cup_campaigns.TOT[0].match_dates	6 items, sha f7a87904"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.TOT[0].note	enters at round two
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_campaigns.TOT[0].start_date	2026-08-26
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.domestic_cup_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.ARS[0].competition	UCL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.ARS[0].start_date	2026-09-08
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.AVL[0].competition	UCL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.AVL[0].start_date	2026-09-08
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BHA[0].competition	UECL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BHA[0].end_date	2026-08-27
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.european_campaigns.BHA[0].match_dates	2 items, sha 488b402a"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.european_campaigns.BHA[0].note	play-off round, two legs; progression not yet known"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BHA[0].start_date	2026-08-20
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BHA[1].competition	UECL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.european_campaigns.BHA[1].note	league phase, conditional on winning the play-off"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BHA[1].start_date	2026-10-15
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BOU[0].competition	UEL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.BOU[0].start_date	2026-09-16
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.CRY[0].competition	UEL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.CRY[0].start_date	2026-09-16
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.LIV[0].competition	UCL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.LIV[0].start_date	2026-09-08
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.MCI[0].competition	UCL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.MCI[0].start_date	2026-09-08
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.MUN[0].competition	UCL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.MUN[0].start_date	2026-09-08
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.SUN[0].competition	UEL
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.european_campaigns.SUN[0].start_date	2026-09-16
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.long_haul_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.long_haul_regions	2 items, sha 925816c9"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.post_break_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"congestion.regular_international_regions	5 items, sha 99456437"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.short_rest_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.status_last_verified	2026-08-17
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.ucl_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.uecl_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.uel_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,congestion.very_short_rest_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.always_act_on_ruled_out_starter	true
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.anticipate_chips	false
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.bank_transfers_lookahead	true
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.bank_transfers_up_to	5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.early_floor.free_transfer_value	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.early_floor.min_gain_for_free_transfer	0.2
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.early_floor.until_gameweek	8
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.free_transfer_value	2
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.max_hits_ceiling	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.max_hits_per_week	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.min_gain_for_free_transfer	0.4
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.min_net_gain_for_minus_4	3
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.min_separable_gain	0.41
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.prepare_squad_for_chips	false
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"review_policy.rules	8 items, sha ead95ae5"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,review_policy.scheduled_run_lead_hours	6
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"role_risk.confirmed_starters	4 items, sha 0a0f53ae"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,"role_risk.new_coach_clubs	10 items, sha 3abb2b37"
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,role_risk.new_coach_gameweeks	6
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,role_risk.new_coach_penalty	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,role_risk.new_signing_gameweeks	5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,role_risk.new_signing_penalty	0.88
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.band_strength	0
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.bench_weight	0.1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.blank_run_penalty	0.75
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.blend_minutes_k	5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.blend_rate_k	8
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.bonus_prior_weight	0.5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.bonus_weight	1.5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.defcon_clean_coupling	0.3
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.fixture_horizon	5
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.fixture_weight	0.65
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.league_shrink_k	8
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.minutes_half_life	4
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.minutes_weight	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.minutes_weight_by_position.DEF	1
TestDiagWildcardDriftTrigger#1,1787752814-1748204,constant,weights.minutes_weight_by_position.FWD	1
