sweep,run_id,variant,variant_index,is_baseline,season,prior_season,start_gw,weeks,bank_up_to,infeasible,policy_points,hold_points,moves,hits,policy_per_gw,hold_per_gw,frozen_points,frozen_per_gw,frozen_captain_points,frozen_captain_per_gw,weekly_points,weekly_per_gw,hold_fixedcap_points,hold_fixedcap_per_gw,hold_nocap_points,hold_nocap_per_gw
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,1,38,5,false,1979,1987,44,8,52.078947368421055,52.28947368421053,,,,,,,1993,52.44736842105263,1738,45.73684210526316
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,1,38,5,false,2254,1809,37,1,59.31578947368421,47.60526315789474,,,,,,,1780,46.8421052631579,1569,41.28947368421053
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,1,38,5,false,2275,1847,35,2,59.86842105263158,48.60526315789474,,,,,,,1825,48.026315789473685,1643,43.23684210526316
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,1,38,5,false,2126,1514,36,2,55.94736842105263,39.8421052631579,,,,,,,1529,40.23684210526316,1375,36.18421052631579
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,6,33,5,false,1789,1692,37,7,54.21212121212121,51.27272727272727,,,,,,,1635,49.54545454545455,1507,45.666666666666664
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,6,33,5,false,2082,1662,33,2,63.09090909090909,50.36363636363637,,,,,,,1635,49.54545454545455,1417,42.93939393939394
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,6,33,5,false,1954,1762,33,4,59.21212121212121,53.39393939393939,,,,,,,1659,50.27272727272727,1503,45.54545454545455
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,6,33,5,false,1904,1742,31,3,57.696969696969695,52.78787878787879,,,,,,,1660,50.303030303030305,1519,46.03030303030303
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,11,28,5,false,1628,1538,33,7,58.142857142857146,54.92857142857143,,,,,,,1444,51.57142857142857,1358,48.5
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,11,28,5,false,1732,1424,27,1,61.857142857142854,50.857142857142854,,,,,,,1415,50.535714285714285,1257,44.892857142857146
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,11,28,5,false,1790,1704,26,1,63.92857142857143,60.857142857142854,,,,,,,1704,60.857142857142854,1435,51.25
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,11,28,5,false,1547,1489,24,0,55.25,53.17857142857143,,,,,,,1461,52.17857142857143,1304,46.57142857142857
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,16,23,5,false,1337,1207,26,6,58.130434782608695,52.47826086956522,,,,,,,1156,50.26086956521739,1043,45.34782608695652
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,16,23,5,false,1455,1077,22,1,63.26086956521739,46.82608695652174,,,,,,,1060,46.08695652173913,933,40.56521739130435
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,16,23,5,false,1409,1336,23,2,61.26086956521739,58.08695652173913,,,,,,,1336,58.08695652173913,1143,49.69565217391305
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,16,23,5,false,1350,1288,23,3,58.69565217391305,56,,,,,,,1289,56.04347826086956,1127,49
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,21,18,5,false,1109,1118,17,3,61.611111111111114,62.111111111111114,,,,,,,1121,62.27777777777778,980,54.44444444444444
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,21,18,5,false,1215,909,17,1,67.5,50.5,,,,,,,905,50.27777777777778,796,44.22222222222222
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,21,18,5,false,1076,1047,15,1,59.77777777777778,58.166666666666664,,,,,,,1047,58.166666666666664,912,50.666666666666664
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,21,18,5,false,1067,950,15,1,59.27777777777778,52.77777777777778,,,,,,,927,51.5,841,46.72222222222222
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2022-23,2021-22,26,13,5,false,893,815,10,0,68.6923076923077,62.69230769230769,,,,,,,818,62.92307692307692,710,54.61538461538461
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2023-24,2022-23,26,13,5,false,827,620,11,0,63.61538461538461,47.69230769230769,,,,,,,621,47.76923076923077,550,42.30769230769231
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2024-25,2023-24,26,13,5,false,737,710,9,0,56.69230769230769,54.61538461538461,,,,,,,710,54.61538461538461,637,49
TEAMFORM#1,1786415470-97906,"shipped, no club-form blend",0,true,2025-26,2024-25,26,13,5,false,726,740,11,1,55.84615384615385,56.92307692307692,,,,,,,741,57,639,49.15384615384615
TEAMFORM#1,1786415470-97906,"club form, weight 0.25",1,false,2022-23,2021-22,1,38,5,false,2010,1980,40,6,52.89473684210526,52.10526315789474,,,,,,,1993,52.44736842105263,1738,45.73684210526316
